title,description,release,summary,tags
"Romance of the Three Kingdoms Ⅳ with Power Up Kit / 三國志Ⅳ with パワーアップキット","""Romance of the Three Kingdoms Ⅳ with Power Up Kit"" was released in 1994 as an expansion to the 4th release in the series. About 450 officers appear in the game and ""Frontier Tribes"" have been added as a diplomatic element.","Released: 21 Mar, 2017","Overall user reviews:
			3 user reviews","[{""tags"":""Strategy""}]"
"S.T.A.L.K.E.R.: Shadow of Chernobyl","In 1986, the world's worst nuclear disaster occurred at the Chernobyl power station. Soviet authorities established a 30km 'Exclusion Zone' around this nuclear wasteland, but in 2006 a second explosion rocked the stricken reactor, obliterating all living things and causing the Zone's boundaries to...","Released: 20 Mar, 2007","Overall user reviews:
			Overwhelmingly Positive
						(4,965 reviews)","[{""tags"":""Atmospheric""},{""tags"":""Post-apocalyptic""},{""tags"":""Open World""},{""tags"":""FPS""},{""tags"":""Survival""},{""tags"":""Action""},{""tags"":""RPG""},{""tags"":""Survival Horror""},{""tags"":""Shooter""},{""tags"":""Horror""},{""tags"":""Classic""},{""tags"":""Based On A Novel""},{""tags"":""Moddable""},{""tags"":""First-Person""},{""tags"":""Singleplayer""},{""tags"":""Adventure""},{""tags"":""Sci-fi""},{""tags"":""Inventory Management""},{""tags"":""Difficult""},{""tags"":""Sandbox""}]"
"Space Engineers","Space Engineers is a sandbox game about engineering, construction, exploration and survival in space and on planets. Players build space ships, space stations, planetary outposts of various sizes and uses, pilot ships and travel through space to explore planets and gather resources to survive.","Released: 23 Oct, 2013","Overall user reviews:
			Very Positive
						(46,132 reviews)","[{""tags"":""Early Access""},{""tags"":""Space""},{""tags"":""Sandbox""},{""tags"":""Building""},{""tags"":""Multiplayer""},{""tags"":""Simulation""},{""tags"":""Survival""},{""tags"":""Physics""},{""tags"":""Open World""},{""tags"":""Crafting""},{""tags"":""Destruction""},{""tags"":""Indie""},{""tags"":""Futuristic""},{""tags"":""Co-op""},{""tags"":""Action""},{""tags"":""Singleplayer""},{""tags"":""Sci-fi""},{""tags"":""Strategy""},{""tags"":""Adventure""},{""tags"":""Atmospheric""}]"
"From the Depths","Over 400 unique components allow you to build and command voxel vehicles from the deep ocean to outer space- including battleships, planes, submarines and space ships! Forge strategies, allegiances and fleets strong enough to destroy eight deadly factions of the planet and reign supreme.","Released: 7 Aug, 2014","Overall user reviews:
			Very Positive
						(2,668 reviews)","[{""tags"":""Early Access""},{""tags"":""Sandbox""},{""tags"":""Building""},{""tags"":""Strategy""},{""tags"":""Action""},{""tags"":""Open World""},{""tags"":""Naval""},{""tags"":""Multiplayer""},{""tags"":""Adventure""},{""tags"":""Simulation""},{""tags"":""Indie""},{""tags"":""Crafting""},{""tags"":""Physics""},{""tags"":""War""},{""tags"":""RPG""},{""tags"":""Voxel""},{""tags"":""Space""},{""tags"":""Singleplayer""},{""tags"":""Co-op""},{""tags"":""Shooter""}]"
"Test Drive Unlimited 2","Test Drive Unlimited 2 transforms the driving genre, adding the persistency, progression and customization of the latest multiplayer games to the auto racing experience. Test Drive Unlimited 2 blends single player and multiplayer experiences seamlessly, creating a dynamic world of evolving content...","Released: Feb 2011","Overall user reviews:
			Mixed
						(5,620 reviews)","[{""tags"":""Racing""},{""tags"":""Open World""},{""tags"":""Driving""},{""tags"":""Simulation""},{""tags"":""Multiplayer""},{""tags"":""Singleplayer""},{""tags"":""Atmospheric""},{""tags"":""Sports""},{""tags"":""Realistic""},{""tags"":""Sandbox""},{""tags"":""First-Person""},{""tags"":""Massively Multiplayer""},{""tags"":""Arcade""},{""tags"":""Co-op""},{""tags"":""Action""}]"
"Counter-Strike: Source","Just updated to include player stats, achievements, new scoreboards and more!","Released: 1 Nov, 2004","Overall user reviews:
			Overwhelmingly Positive
						(39,294 reviews)","[{""tags"":""Action""},{""tags"":""FPS""},{""tags"":""Multiplayer""},{""tags"":""Shooter""},{""tags"":""Team-Based""},{""tags"":""Tactical""},{""tags"":""First-Person""},{""tags"":""Competitive""},{""tags"":""PvP""},{""tags"":""Military""},{""tags"":""War""},{""tags"":""e-sports""},{""tags"":""Moddable""},{""tags"":""Strategy""},{""tags"":""Difficult""},{""tags"":""Singleplayer""},{""tags"":""Survival""},{""tags"":""Simulation""},{""tags"":""Atmospheric""},{""tags"":""Sandbox""}]"
"Warhammer 40,000: Eternal Crusade - Squadron Edition","The SQUADRON EDITION of Warhammer 40,000: Eternal Crusade unlocks all the features of the full game (you must own the free version), giving you access to all the classes and a 3x faster character progression.","Released: 21 Mar, 2017","null","[{""tags"":""Action""},{""tags"":""Adventure""},{""tags"":""Massively Multiplayer""},{""tags"":""Violent""},{""tags"":""Free to Play""}]"
"LIMBO","Uncertain of his sister's fate, a boy enters LIMBO","Released: 2 Aug, 2011","Overall user reviews:
			Overwhelmingly Positive
						(17,186 reviews)","[{""tags"":""Platformer""},{""tags"":""Indie""},{""tags"":""Puzzle""},{""tags"":""Atmospheric""},{""tags"":""Dark""},{""tags"":""Adventure""},{""tags"":""2D""},{""tags"":""Singleplayer""},{""tags"":""Horror""},{""tags"":""Puzzle-Platformer""},{""tags"":""Surreal""},{""tags"":""Short""},{""tags"":""Difficult""},{""tags"":""Side Scroller""},{""tags"":""Casual""},{""tags"":""Physics""},{""tags"":""Minimalist""},{""tags"":""Cinematic""},{""tags"":""Action""},{""tags"":""Controller""}]"
"Command & Conquer: Red Alert 3","The desperate leadership of a doomed Soviet Union travels back in time to change history and restore the glory of Mother Russia. The time travel mission goes awry, creating an alternate timeline where technology has followed an entirely different evolution, a new superpower has been thrust on to...","Released: 8 Jan, 2009","Overall user reviews:
			Very Positive
						(2,800 reviews)","[{""tags"":""Strategy""},{""tags"":""RTS""},{""tags"":""Base Building""},{""tags"":""Multiplayer""},{""tags"":""Co-op""},{""tags"":""Alternate History""},{""tags"":""Sci-fi""},{""tags"":""Co-op Campaign""},{""tags"":""Real-Time""},{""tags"":""Singleplayer""},{""tags"":""Comedy""},{""tags"":""Classic""},{""tags"":""Action""},{""tags"":""Online Co-Op""},{""tags"":""Great Soundtrack""},{""tags"":""FMV""},{""tags"":""War""}]"
"Avorion","A procedural co-op space sandbox where players can build their own space ships out of dynamically scalable blocks. Fight epic space battles, explore, mine, trade, wage wars and build your own empire to save your galaxy from being torn apart by an unknown enemy.","Released: Jan 23, 2017","Overall user reviews:
			Very Positive
						(1,352 reviews)","[{""tags"":""Early Access""},{""tags"":""Sandbox""},{""tags"":""Space""},{""tags"":""Action""},{""tags"":""Simulation""},{""tags"":""Sci-fi""},{""tags"":""Multiplayer""},{""tags"":""Indie""},{""tags"":""Building""},{""tags"":""Open World""},{""tags"":""Co-op""},{""tags"":""Adventure""},{""tags"":""Survival""},{""tags"":""Strategy""},{""tags"":""Voxel""}]"
"Portal 2","The ""Perpetual Testing Initiative"" has been expanded to allow you to design co-op puzzles for you and your friends!","Released: Apr 18, 2011","Overall user reviews:
			Overwhelmingly Positive
						(70,234 reviews)","[{""tags"":""Puzzle""},{""tags"":""Co-op""},{""tags"":""First-Person""},{""tags"":""Comedy""},{""tags"":""Sci-fi""},{""tags"":""Singleplayer""},{""tags"":""Adventure""},{""tags"":""Online Co-Op""},{""tags"":""Funny""},{""tags"":""Science""},{""tags"":""Female Protagonist""},{""tags"":""Action""},{""tags"":""Story Rich""},{""tags"":""Multiplayer""},{""tags"":""Atmospheric""},{""tags"":""FPS""},{""tags"":""Local Co-Op""},{""tags"":""Strategy""},{""tags"":""Space""},{""tags"":""Platformer""}]"
"Fallout: New Vegas","Welcome to Vegas. New Vegas. Enjoy your stay!","Released: 21 Oct, 2010","Overall user reviews:
			Overwhelmingly Positive
						(35,497 reviews)","[{""tags"":""Open World""},{""tags"":""RPG""},{""tags"":""Post-apocalyptic""},{""tags"":""Singleplayer""},{""tags"":""Moddable""},{""tags"":""Action""},{""tags"":""First-Person""},{""tags"":""Exploration""},{""tags"":""Adventure""},{""tags"":""Sci-fi""},{""tags"":""FPS""},{""tags"":""Story Rich""},{""tags"":""Atmospheric""},{""tags"":""Western""},{""tags"":""Sandbox""},{""tags"":""Action RPG""},{""tags"":""Survival""},{""tags"":""Character Customization""},{""tags"":""Shooter""},{""tags"":""Third Person""}]"
"RIDE","Bikes from the world's most beloved motorcycle manufacturers, breathtaking races, and a round-the-world trip taking in 15 different locations, all this and more in the new videogame: RIDE.","Released: 27 Mar, 2015","Overall user reviews:
			Mostly Positive
						(809 reviews)","[{""tags"":""Racing""},{""tags"":""Simulation""},{""tags"":""Sports""},{""tags"":""Multiplayer""},{""tags"":""Singleplayer""}]"
"Brawlhalla - Valhalla Pack","The Valhalla Pack contains 500 Mammoth Coins, the Founders Nameplate and an exclusive Steampunk Sidekick. Show off your dedication to Brawlhalla and grab yourself some extra goodies to show off in battle!","Released: 2 Mar, 2016","Overall user reviews:
			Very Positive
						(126 reviews)","[{""tags"":""Action""},{""tags"":""Indie""}]"
"Arma 2","Building on 10 years of constant engine development, ARMA II boasts the most realistic combat environment in the world. It models real world ballistics & round deflection, materials penetration, features a realtime day/night cycle and dynamic wind, weather and environmental effects.","Released: 29 Jun, 2009","Overall user reviews:
			Very Positive
						(1,726 reviews)","[{""tags"":""Simulation""},{""tags"":""Military""},{""tags"":""Action""},{""tags"":""Multiplayer""},{""tags"":""Tactical""},{""tags"":""Realistic""},{""tags"":""FPS""},{""tags"":""Open World""},{""tags"":""Strategy""},{""tags"":""Shooter""},{""tags"":""First-Person""},{""tags"":""Moddable""},{""tags"":""Co-op""},{""tags"":""War""},{""tags"":""Singleplayer""},{""tags"":""Third Person""},{""tags"":""Sandbox""},{""tags"":""Zombies""},{""tags"":""Third-Person Shooter""},{""tags"":""TrackIR""}]"
"Total War: WARHAMMER - The King and the Warlord","The King & The Warlord is the second Lords Pack for Total War: WARHAMMER. Bolstering the forces of both The Greenskins and The Dwarfs, it introduces famous rival characters, new iconic units and new battle maps from the world of Warhammer Fantasy Battles to your Grand Campaigns and...","Released: 20 Oct, 2016","Overall user reviews:
			Very Positive
						(385 reviews)","[{""tags"":""Strategy""},{""tags"":""Action""},{""tags"":""Fantasy""}]"
"The Witcher® 3: Wild Hunt","The Witcher is a story-driven, next-generation open world role-playing game, set in a visually stunning fantasy universe, full of meaningful choices and impactful consequences. In The Witcher, you play as Geralt of Rivia, a monster hunter tasked with finding a child from an ancient prophecy.","Released: 18 May, 2015","Overall user reviews:
			Overwhelmingly Positive
						(83,986 reviews)","[{""tags"":""Open World""},{""tags"":""RPG""},{""tags"":""Story Rich""},{""tags"":""Atmospheric""},{""tags"":""Mature""},{""tags"":""Fantasy""},{""tags"":""Adventure""},{""tags"":""Choices Matter""},{""tags"":""Singleplayer""},{""tags"":""Third Person""},{""tags"":""Great Soundtrack""},{""tags"":""Action""},{""tags"":""Nudity""},{""tags"":""Medieval""},{""tags"":""Dark Fantasy""},{""tags"":""Multiple Endings""},{""tags"":""Magic""},{""tags"":""Action RPG""},{""tags"":""Dark""},{""tags"":""Sandbox""}]"
"The Sims™ 3 Pets","Create perfect—or imperfect—pets for your Sims, from fierce guard dogs to destructive kittens to trusty horses and more as you determine not only how your Sims’ pets look but their personality traits as well.","Released: 20 Oct, 2011","Overall user reviews:
			Very Positive
						(130 reviews)","[{""tags"":""Simulation""},{""tags"":""Horses""}]"
"RPG Maker MV - Cover Art Characters Pack","For the first time in RPG Maker history, an official set of resources featuring RPG Maker MV cover art characters is available! Featuring a brand new main party and brimming with bonus material, this pack includes the essentials to build the perfect character party.","Released: 23 Oct, 2015","Overall user reviews:
			Mostly Positive
						(28 reviews)","[{""tags"":""Design & Illustration""},{""tags"":""Web Publishing""}]"
"Craft The World","Craft The World is a unique sandbox strategy game, the mix of Dungeon Keeper, Terraria and Dwarf Fortress.Explore a random generated world populated by dangerous creatures, build a dwarf fortress, gather resources, and craft all the items, weapons, and armor you need.","Released: 24 Nov, 2014","Overall user reviews:
			Very Positive
						(5,265 reviews)","[{""tags"":""Sandbox""},{""tags"":""Crafting""},{""tags"":""Survival""},{""tags"":""Strategy""},{""tags"":""Building""},{""tags"":""Indie""},{""tags"":""Simulation""},{""tags"":""2D""},{""tags"":""Multiplayer""},{""tags"":""Singleplayer""},{""tags"":""Open World""},{""tags"":""RPG""},{""tags"":""City Builder""},{""tags"":""Fantasy""},{""tags"":""Adventure""},{""tags"":""Resource Management""},{""tags"":""God Game""},{""tags"":""Side Scroller""},{""tags"":""Tower Defense""},{""tags"":""Casual""}]"
"The Brookhaven Experiment","Brookhaven is a VR survival shooter for the HTC Vive. Players will have to use the weapons and tools provided to survive ever more terrifying waves of horrific monsters in an attempt to figure out what caused the beginning of the end of the world, and, if they're strong enough, stop it from...","Released: Jul 5, 2016","Overall user reviews:
			Very Positive
						(521 reviews)","[{""tags"":""Action""},{""tags"":""Indie""},{""tags"":""Horror""},{""tags"":""VR""},{""tags"":""Shooter""},{""tags"":""Zombies""}]"
"Brothers - A Tale of Two Sons","Guide two brothers on an epic fairy tale journey from visionary Swedish film director, Josef Fares and top-tier developer Starbreeze Studios. Control both brothers at once as you experience co-op play in single player mode, like never before.","Released: Sep 3, 2013","Overall user reviews:
			Overwhelmingly Positive
						(22,359 reviews)","[{""tags"":""Adventure""},{""tags"":""Atmospheric""},{""tags"":""Controller""},{""tags"":""Indie""},{""tags"":""Story Rich""},{""tags"":""Short""},{""tags"":""Puzzle""},{""tags"":""Fantasy""},{""tags"":""Singleplayer""},{""tags"":""Great Soundtrack""},{""tags"":""Action""},{""tags"":""Third Person""},{""tags"":""Platformer""},{""tags"":""Casual""},{""tags"":""Local Co-Op""},{""tags"":""3D Vision""},{""tags"":""Colorful""},{""tags"":""Walking Simulator""},{""tags"":""Linear""},{""tags"":""Multiplayer""}]"
"Happy Room","Welcome to the laboratory! Here tests are taken upon highly durable human clones using newest weapon technologies. Your goal is to head these tests.","Released: 19 Dec, 2016","Overall user reviews:
			Very Positive
						(441 reviews)","[{""tags"":""Violent""},{""tags"":""Action""},{""tags"":""Simulation""},{""tags"":""Indie""},{""tags"":""Funny""},{""tags"":""Gore""},{""tags"":""Sandbox""},{""tags"":""Strategy""},{""tags"":""Blood""}]"
"P.A.M.E.L.A.®","Explore, fight, and survive as an awakened sleeper, in a fallen utopian city ravaged by a horrific disease. With an array of hi-tech weapons, highly immersive UI, full-body awareness, and much more, P.A.M.E.L.A. delivers an intense and unforgiving survival experience.","Released: Mar 9, 2017","Overall user reviews:
			Mostly Positive
						(124 reviews)","[{""tags"":""Early Access""},{""tags"":""Indie""},{""tags"":""Survival""},{""tags"":""Horror""},{""tags"":""Survival Horror""},{""tags"":""Adventure""},{""tags"":""Sci-fi""},{""tags"":""Action""},{""tags"":""Open World""},{""tags"":""Exploration""},{""tags"":""Atmospheric""},{""tags"":""First-Person""},{""tags"":""Singleplayer""},{""tags"":""Cyberpunk""}]"
"Don't Starve: Shipwrecked","Sail to adventure through the treacherous seas of Don't Starve: Shipwrecked! With new playable characters, biomes, creatures and seasonal effects; Wilson and the whole Don’t Starve cast of characters embark on a sea-bound journey of exploration, adaptation and of course, starvation.","Released: 1 Dec, 2015","Overall user reviews:
			Overwhelmingly Positive
						(2,294 reviews)","[{""tags"":""Adventure""},{""tags"":""Survival""},{""tags"":""Open World""},{""tags"":""Indie""},{""tags"":""Singleplayer""},{""tags"":""Multiplayer""},{""tags"":""Simulation""},{""tags"":""Exploration""},{""tags"":""Difficult""},{""tags"":""Crafting""},{""tags"":""Sandbox""},{""tags"":""Strategy""},{""tags"":""Pirates""}]"
"The Jackbox Party Pack 3","The threequel to the party game phenomenon features the deadly quiz show Trivia Murder Party, the say-anything sequel Quiplash 2, the surprising survey game Guesspionage, the t-shirt slugfest Tee K.O., and the sneaky trickster game Fakin’ It.","Released: 17 Oct, 2016","Overall user reviews:
			Very Positive
						(238 reviews)","[{""tags"":""Casual""},{""tags"":""Indie""},{""tags"":""Strategy""},{""tags"":""Local Multiplayer""},{""tags"":""Funny""},{""tags"":""Board Game""},{""tags"":""Multiplayer""},{""tags"":""Co-op""},{""tags"":""Family Friendly""},{""tags"":""Comedy""}]"
"Worms Revolution","Worms™ Revolution is the latest game in the classic turn-based strategy series to come to the PC.","Released: 10 Oct, 2012","Overall user reviews:
			Very Positive
						(2,627 reviews)","[{""tags"":""Strategy""},{""tags"":""Multiplayer""},{""tags"":""Funny""},{""tags"":""Turn-Based Strategy""},{""tags"":""Turn-Based""},{""tags"":""Comedy""},{""tags"":""Local Co-Op""},{""tags"":""Physics""},{""tags"":""Local Multiplayer""},{""tags"":""Singleplayer""},{""tags"":""2.5D""},{""tags"":""Tactical""},{""tags"":""Action""},{""tags"":""Co-op""},{""tags"":""Family Friendly""},{""tags"":""Team-Based""},{""tags"":""Classic""},{""tags"":""Side Scroller""},{""tags"":""4 Player Local""},{""tags"":""2D""}]"
"Half-Life","Named Game of the Year by over 50 publications, Valve's debut title blends action and adventure with award-winning technology to create a frighteningly realistic world where players must think to survive.","Released: 8 Nov, 1998","Overall user reviews:
			Overwhelmingly Positive
						(13,018 reviews)","[{""tags"":""FPS""},{""tags"":""Classic""},{""tags"":""Action""},{""tags"":""Sci-fi""},{""tags"":""Singleplayer""},{""tags"":""Shooter""},{""tags"":""Aliens""},{""tags"":""First-Person""},{""tags"":""1990's""},{""tags"":""Multiplayer""},{""tags"":""Adventure""},{""tags"":""Story Rich""},{""tags"":""Atmospheric""},{""tags"":""Silent Protagonist""},{""tags"":""Moddable""},{""tags"":""Great Soundtrack""},{""tags"":""Linear""},{""tags"":""Retro""},{""tags"":""Difficult""},{""tags"":""Funny""}]"
"SENRAN KAGURA ESTIVAL VERSUS - Spray Pack","The high-flying, high-bouncing ninja girls of SENRAN KAGURA return, this time with more moves, more playable characters, more story and attitude, and more destruction online with matches that can support up to 10 players.","Released: 17 Mar, 2017","Overall user reviews:
			2 user reviews","[{""tags"":""Action""},{""tags"":""Nudity""}]"
"Europa Universalis IV","The empire building game Europa Universalis IV gives you control of a nation to guide through the years in order to create a dominant global empire. Rule your nation through the centuries, with unparalleled freedom, depth and historical accuracy.","Released: Aug 13, 2013","Overall user reviews:
			Very Positive
						(19,446 reviews)","[{""tags"":""Grand Strategy""},{""tags"":""Strategy""},{""tags"":""Historical""},{""tags"":""Simulation""},{""tags"":""Real-Time with Pause""},{""tags"":""Sandbox""},{""tags"":""Military""},{""tags"":""Multiplayer""},{""tags"":""Replay Value""},{""tags"":""Singleplayer""},{""tags"":""Education""},{""tags"":""Diplomacy""},{""tags"":""Political""},{""tags"":""Moddable""},{""tags"":""Open World""},{""tags"":""RTS""},{""tags"":""Great Soundtrack""},{""tags"":""Medieval""},{""tags"":""Co-op""},{""tags"":""4X""}]"
"FOR HONOR™ SEASON PASS","For Honor™ Season Pass will allow you to enhance your game experience with a VIP membership. Including 6 New Heroes with Early Access, Day 1 exclusive rewards and more content. For Honor™ is mandatory to play the game (sold separately).","Released: 13 Feb, 2017","Overall user reviews:
			Mixed
						(91 reviews)","[{""tags"":""Action""}]"
"Wings of Vi","Wings of Vi is a challenging 2D platformer in which the player controls the angel Vi, tasked with defeating the Demon Lord Jeh’oul after he is freed from captivity. While inspired by masochistic retro platformers, Wings of Vi aims to cut out arbitrary difficulty in favor of skill based gameplay.","Released: 28 Nov, 2014","Overall user reviews:
			Very Positive
						(716 reviews)","[{""tags"":""Difficult""},{""tags"":""Platformer""},{""tags"":""Female Protagonist""},{""tags"":""Indie""},{""tags"":""Action""},{""tags"":""2D""},{""tags"":""Adventure""},{""tags"":""Great Soundtrack""},{""tags"":""Anime""},{""tags"":""Cute""},{""tags"":""Pixel Graphics""},{""tags"":""Metroidvania""},{""tags"":""Fantasy""},{""tags"":""Singleplayer""},{""tags"":""Retro""},{""tags"":""Bullet Hell""}]"
"Dragon's Dogma: Dark Arisen","Set in a huge open world, Dragon’s Dogma: Dark Arisen presents a rewarding action combat experience.","Released: Jan 15, 2016","Overall user reviews:
			Very Positive
						(5,841 reviews)","[{""tags"":""RPG""},{""tags"":""Open World""},{""tags"":""Character Customization""},{""tags"":""Action""},{""tags"":""Adventure""},{""tags"":""Fantasy""},{""tags"":""Singleplayer""},{""tags"":""Dark Fantasy""},{""tags"":""Third Person""},{""tags"":""Dragons""},{""tags"":""Action RPG""},{""tags"":""Magic""},{""tags"":""Great Soundtrack""},{""tags"":""Exploration""},{""tags"":""Atmospheric""},{""tags"":""Difficult""},{""tags"":""Story Rich""},{""tags"":""JRPG""},{""tags"":""Multiplayer""},{""tags"":""Walking Simulator""}]"
"Wargame: Airland Battle","2 SIDES, 12 NATIONS, 750 UNITS: THE STRATEGY GAME REFERENCE IS BACK! Richer, more beautiful and more accessible, Wargame AirLand Battle is the sequel to the explosive real-time strategy game Wargame European Escalation! 1985.","Released: 29 May, 2013","Overall user reviews:
			Very Positive
						(2,800 reviews)","[{""tags"":""Strategy""},{""tags"":""RTS""},{""tags"":""Military""},{""tags"":""Cold War""},{""tags"":""Real Time Tactics""},{""tags"":""Wargame""},{""tags"":""Tactical""},{""tags"":""Real-Time""},{""tags"":""Multiplayer""},{""tags"":""Difficult""},{""tags"":""Simulation""},{""tags"":""Realistic""},{""tags"":""War""},{""tags"":""Singleplayer""},{""tags"":""Action""},{""tags"":""Co-op""},{""tags"":""Alternate History""},{""tags"":""America""}]"
"SENRAN KAGURA SHINOVI VERSUS","The non-PC buxom shinobi of SENRAN KAGURA, the brawler series that’s as over-the-top with its fighting mechanics as it is with its gratuitous depictions of female ninja in various forms of undress, invade the PC realm for the first time in HD and 60fps glory.","Released: 1 Jun, 2016","Overall user reviews:
			Overwhelmingly Positive
						(2,170 reviews)","[{""tags"":""Anime""},{""tags"":""Nudity""},{""tags"":""Action""},{""tags"":""Female Protagonist""},{""tags"":""Mature""},{""tags"":""Hack and Slash""},{""tags"":""Sexual Content""},{""tags"":""Cute""},{""tags"":""Ninja""},{""tags"":""Beat 'em up""},{""tags"":""Fighting""},{""tags"":""Multiplayer""},{""tags"":""Story Rich""},{""tags"":""Great Soundtrack""},{""tags"":""Singleplayer""},{""tags"":""Memes""},{""tags"":""JRPG""},{""tags"":""Character Customization""},{""tags"":""Dating Sim""},{""tags"":""Funny""}]"
"Quantum Break","From Remedy Entertainment, the masters of cinematic action games, comes Quantum Break, a time-amplified suspenseful blockbuster. The Quantum Break experience is part game, part live action show—where decisions in one dramatically affect the other.","Released: Sep 29, 2016","Overall user reviews:
			Very Positive
						(2,576 reviews)","[{""tags"":""Action""},{""tags"":""Time Manipulation""},{""tags"":""Story Rich""},{""tags"":""Third Person""},{""tags"":""Singleplayer""},{""tags"":""Cinematic""},{""tags"":""Sci-fi""},{""tags"":""Atmospheric""},{""tags"":""Episodic""},{""tags"":""Third-Person Shooter""},{""tags"":""Adventure""},{""tags"":""Choices Matter""},{""tags"":""Shooter""},{""tags"":""Great Soundtrack""},{""tags"":""Bullet Time""},{""tags"":""Time Travel""},{""tags"":""Open World""},{""tags"":""Controller""},{""tags"":""Female Protagonist""}]"
"Emergency 2017","There's no shortage of action in EMERGENCY 2017. Command firefighters, police, technical relief forces and paramedics in all new emergencies. With a brand new vehicle and large scale events, you'll take on rescue missions like never before!","Released: 27 Oct, 2016","Overall user reviews:
			Mixed
						(124 reviews)","[{""tags"":""Simulation""},{""tags"":""Strategy""},{""tags"":""Multiplayer""}]"
"Youtubers Life","Youtubers Life is the ultimate life simulation/tycoon videogame in which you can become the world’s greatest video blogger in history. Edit videos, expand the amount of fans and turn yourself into a wealthy fellow.","Released: Feb 2, 2017","Overall user reviews:
			Very Positive
						(6,113 reviews)","[{""tags"":""Simulation""},{""tags"":""Singleplayer""},{""tags"":""Management""},{""tags"":""Strategy""},{""tags"":""Character Customization""},{""tags"":""Memes""},{""tags"":""Funny""},{""tags"":""Family Friendly""},{""tags"":""Indie""},{""tags"":""Casual""},{""tags"":""Realistic""},{""tags"":""Adventure""},{""tags"":""Multiplayer""},{""tags"":""Open World""},{""tags"":""Comedy""},{""tags"":""Sandbox""},{""tags"":""Walking Simulator""},{""tags"":""Illuminati""},{""tags"":""Female Protagonist""},{""tags"":""Free to Play""}]"
"Baldur's Gate II: Enhanced Edition","“He who fights with monsters should look to it that he himself does not become a monster... When you gaze long into the abyss, the abyss also gazes into you...”Kidnapped. Imprisoned. Tortured.","Released: 15 Nov, 2013","Overall user reviews:
			Very Positive
						(1,818 reviews)","[{""tags"":""RPG""},{""tags"":""Classic""},{""tags"":""Fantasy""},{""tags"":""Isometric""},{""tags"":""Real-Time with Pause""},{""tags"":""Party-Based RPG""},{""tags"":""Strategy""},{""tags"":""Story Rich""},{""tags"":""Singleplayer""},{""tags"":""CRPG""},{""tags"":""Adventure""},{""tags"":""Remake""},{""tags"":""Magic""},{""tags"":""Atmospheric""},{""tags"":""Multiplayer""},{""tags"":""Online Co-Op""},{""tags"":""Character Customization""},{""tags"":""2D""},{""tags"":""Romance""},{""tags"":""Co-op""}]"
"Fate of the World","Fate of the World is a dramatic global strategy game that puts all our futures in your hands. The game features a dramatic set of scenarios based on the latest science covering the next two centuries.","Released: 28 Feb, 2011","Overall user reviews:
			Very Positive
						(245 reviews)","[{""tags"":""Strategy""},{""tags"":""Simulation""},{""tags"":""Indie""},{""tags"":""Turn-Based""},{""tags"":""Political""},{""tags"":""Difficult""},{""tags"":""Casual""},{""tags"":""Education""},{""tags"":""Politics""},{""tags"":""Singleplayer""},{""tags"":""Card Game""}]"
"Grand Theft Auto V","Strap on a Stunt Suit and get ready for 20 electrifying new Stunt Races custom built for the Rocket Voltic, Ruiner 2000 & Blazer Aqua, in GTA Online Cunning Stunts: Special Vehicle Circuit. Also, Legendary Motorsport adds the Progen GP1 to its formidable roster of supercars.","Released: Apr 13, 2015","Overall user reviews:
			Very Positive
						(197,688 reviews)","[{""tags"":""Open World""},{""tags"":""Action""},{""tags"":""Multiplayer""},{""tags"":""First-Person""},{""tags"":""Third Person""},{""tags"":""Crime""},{""tags"":""Adventure""},{""tags"":""Shooter""},{""tags"":""Third-Person Shooter""},{""tags"":""Singleplayer""},{""tags"":""Racing""},{""tags"":""Atmospheric""},{""tags"":""Mature""},{""tags"":""Sandbox""},{""tags"":""Co-op""},{""tags"":""Great Soundtrack""},{""tags"":""Funny""},{""tags"":""Comedy""},{""tags"":""Moddable""},{""tags"":""RPG""}]"
"FINAL FANTASY IX","Selling over five million copies since its release in 2000, FINAL FANTASY IX proudly returns on Steam! Now you can relive the adventures of Zidane and his crew on PC !","Released: 14 Apr, 2016","Overall user reviews:
			Very Positive
						(2,496 reviews)","[{""tags"":""JRPG""},{""tags"":""Great Soundtrack""},{""tags"":""Story Rich""},{""tags"":""Classic""},{""tags"":""Fantasy""},{""tags"":""RPG""},{""tags"":""Singleplayer""},{""tags"":""Turn-Based Combat""},{""tags"":""Adventure""},{""tags"":""Atmospheric""},{""tags"":""Open World""},{""tags"":""Turn-Based""},{""tags"":""Party-Based RPG""},{""tags"":""Funny""},{""tags"":""Anime""},{""tags"":""Steampunk""},{""tags"":""Exploration""},{""tags"":""Medieval""},{""tags"":""Cult Classic""},{""tags"":""Action""}]"
"null","null","null","null","[]"
